drug,city,name,address,price
ATENOLOL,Los Angeles,KING PHARMACY  ,"2707 Whittier Blvd
Los Angeles, CA 90023",12.49
ATENOLOL,Los Angeles,WILSHIRE GRAND PHARMACY  ,"2974 Wilshire Blvd
Los Angeles, CA 90010",12.49
ATENOLOL,Miami,PUBLIX PHARMACY  ,"120 SW 13th St
Miami, FL 33130",9.04
ATENOLOL,Miami,TAQUECHEL PHARMACY  ,"439 NW 12th Ave
Miami, FL 33128",9.5
ATENOLOL,Miami,PINO PHARMACY  ,"1350 SW 57th Ave Ste 105
West Miami, FL 33144",9.5
ATENOLOL,Miami,WINN DIXIE  ,"1155 NW 11th St
Miami, FL 33136",10
ATENOLOL,Miami,AMERICAN UNITED PHARMACY CORP  ,"138 Beacom Blvd
Miami, FL 33135",12.49
ATENOLOL,Miami,LA GANGA DISCOUNT PHARMACY  ,"2975 NW 17th Ave
Miami, FL 33142",12.49
ATENOLOL,Miami,IPHARMACY DISCOUNT INC  ,"3027 NW 7th St
Miami, FL 33125",12.49
ATENOLOL,Miami,"EXPRESS RX PHARMACY, INC  ","3421 SW 8th St
Miami, FL 33135",12.49
ATENOLOL,Miami,SAN LAZARO PHARMACY AND DISCOUNT  ,"2295 NW 28th St
Miami, FL 33142",12.49
ATENOLOL,Miami,TOTAL RX PHARMACY AND DISCOUNT  ,"2341 NW 27th Ave
Miami, FL 33142",12.49
ATENOLOL,Miami,SUPER DRUGS PHARMACY  ,"5512 SW 8th St
Coral Gables, FL 33134",12.49
ATENOLOL,Miami,BENZER PHARMACY  ,"1250 NW 7th St Unit 101-102
Miami, FL 33125",13.54
ATENOLOL,Miami,WALGREENS  ,"200 SW 13th St
Miami, FL 33130",15.6
ATENOLOL,Miami,"CHRONISCRIPT, A WALGREENS PHARMACY  ","1250 NW 7th St Ste 205
Miami, FL 33125",15.6
ATENOLOL,Miami,"STEVENS RX,LLC  ","1465 SW 8th St Ste 102
Miami, FL 33135",18.99
ATENOLOL,Miami,LUIS PHARMACY  ,"3442 SW 8th St
Miami, FL 33135",19.44
ATENOLOL,Miami,CVS PHARMACY  ,"1201 Brickell Ave
Miami, FL 33131",22.28
ATENOLOL,Miami,NAVARRO DISCOUNT PHARMACY  ,"1243 SW 8th St
Miami, FL 33135",22.28
ATENOLOL,Minneapolis,WALMART PHARMACY  ,"1960 Twin Lakes Pkwy
Roseville, MN 55113",10
ATENOLOL,Minneapolis,CUB PHARMACY  ,"1104 Lagoon Ave
Minneapolis, MN 55408",10.74
ATENOLOL,Minneapolis,LUNDS & BYERLYS PHARMACY  ,"55 University Ave SE
Minneapolis, MN 55414",12.49
ATENOLOL,Minneapolis,PARK NICOLLET PHARMACY ST LOUIS PARK  ,"3850 Park Nicollet Blvd
St Louis Park, MN 55416",12.68
ATENOLOL,Minneapolis,HCMC RICHFIELD CLINIC PHARMACY  ,"790 W 66th St
Richfield, MN 55423",12.68
ATENOLOL,Minneapolis,FAIRVIEW RIVERSIDE PHARMACY  ,"606 24th Ave S
Minneapolis, MN 55454",13.19
ATENOLOL,Minneapolis,UMMC FAIRVIEW RIVERSIDE CAMPUS PHARMACY  ,"2450 Riverside Ave
Minneapolis, MN 55454",13.19
ATENOLOL,Minneapolis,FAIRVIEW PHARMACY CBCD  ,"2512 S 7th St Ste 105
Minneapolis, MN 55454",13.19
ATENOLOL,Minneapolis,FAIRVIEW UNIVERSITY DISCHARGE PHARMACY  ,"500 Harvard St SE
Minneapolis, MN 55455",13.19
ATENOLOL,Minneapolis,FAIRVIEW UNIVERSITY CLINIC PHARMACY  ,"909 Fulton St SE Fl 1
Minneapolis, MN 55455",13.19
ATENOLOL,Minneapolis,FAIRVIEW PHARMACY SMILEYS CLINIC  ,"2020 E 28th St
Minneapolis, MN 55407",13.19
ATENOLOL,Minneapolis,FAIRVIEW PHARMACY UNIVERSITY VILLAGE  ,"2545 University Ave SE
Minneapolis, MN 55414",13.19
ATENOLOL,Minneapolis,FAIRVIEW HOME INFUSION RETAIL  ,"711B Kasota Ave SE
Minneapolis, MN 55414",13.19
ATENOLOL,Minneapolis,FAIRVIEW SPECIALTY SERVICES PHARMACY  ,"711 Kasota Ave SE
Minneapolis, MN 55414",13.19
ATENOLOL,Minneapolis,FAIRVIEW HIAWATHA PHARMACY  ,"3809 42nd Ave S
Minneapolis, MN 55406",13.19
ATENOLOL,Minneapolis,FAIRVIEW COLUMBIA HEIGHTS PHARMACY  ,"4000 Central Ave NE Ste 100
Columbia Heights, MN 55421",13.19
ATENOLOL,Minneapolis,FAIRVIEW NEW BRIGHTON PHARMACY  ,"1151 Silver Lake Rd NW
New Brighton, MN 55112",13.19
ATENOLOL,Minneapolis,WALGREENS  ,"655 Nicollet Mall
Minneapolis, MN 55402",15.6
ATENOLOL,Minneapolis,"COMMUNITY, A WALGREENS PHARMACY  ","2100 Lyndale Ave S
Minneapolis, MN 55405",15.6
ATENOLOL,Minneapolis,WALGREENS  ,"4916 France Ave S
Edina, MN 55410",15.6
ATENOLOL,New York,RITE AID PHARMACY  ,"7 Madison St
New York, NY 10038",11
ATENOLOL,New York,PANCARE PHARMACY INC  ,"22 Bowery
New York, NY 10013",12.49
ATENOLOL,New York,18 PHARMACY INC  ,"18 Elizabeth St
New York, NY 10013",12.49
ATENOLOL,New York,MANNINGS PHARMACY  ,"13-17 Elizabeth Street
New York, NY 10013",12.49
ATENOLOL,New York,"A.M. PHARMACY II, INC  ","219 Grand St
New York, NY 10013",12.49
ATENOLOL,New York,EAST VILLAGE PRESCRIPTION CENTER  ,"41 Avenue A
New York, NY 10009",12.49
ATENOLOL,New York,NICKS PHARMACY  ,"111 Gold St
Brooklyn, NY 11201",12.49
ATENOLOL,New York,I CARE PHARMACY  ,"200B Livingston St
Brooklyn, NY 11201",12.49
ATENOLOL,New York,DUANE READE  ,"250 Broadway
New York, NY 10007",15.6
ATENOLOL,New York,WALGREENS  ,"20 Astor Pl
New York, NY 10003",15.6
ATENOLOL,New York,SHOPRITE PHARMACY  ,"400 Marin Blvd
Jersey City, NJ 07302",15.87
ATENOLOL,New York,CVS PHARMACY  ,"129 Fulton St
New York, NY 10038",22.28
ATENOLOL,Orlando,PUBLIX PHARMACY  ,"400 E Central Blvd
Orlando, FL 32801",9.04
ATENOLOL,Orlando,PUBLIX CENTRAL FILL  ,"2424 Orlando Central Pkwy
Orlando, FL 32809",9.04
ATENOLOL,Orlando,WALMART PHARMACY  ,"NEC LANDSTAR AND ARBOR MEADOWS BLVD
Orlando, FL 32801",10
ATENOLOL,Orlando,WINN DIXIE  ,"1401 S Hiawassee Rd
Orlando, FL 32835",10
ATENOLOL,Orlando,APOLLO CARE PHARMACY  ,"4061 W Oak Ridge Rd
Orlando, FL 32809",10.75
ATENOLOL,Orlando,CENTRAL FL PHARMACY  ,"1219 E Colonial Dr
Orlando, FL 32803",12.49
ATENOLOL,Orlando,BENZER PHARMACY  ,"717 W Lancaster Rd
Orlando, FL 32809",13.54
ATENOLOL,Orlando,WALGREENS  ,"1200 Kuhl Ave
Orlando, FL 32806",15.6
ATENOLOL,Orlando,"COMMUNITY, A WALGREENS PHARMACY  ","2100 N Orange Ave Suites 101B
Orlando, FL 32804",15.6
ATENOLOL,Orlando,SOUTH ORANGE PHARMACY  ,"3520 S Orange Ave
Orlando, FL 32806",15.87
ATENOLOL,Orlando,COSTCO PHARMACY  ,"4696 Gardens Park Blvd
Orlando, FL 32839",16.3
ATENOLOL,Orlando,ADVENTHEALTH OUTPATIENT PHARMACY ORLANDO  ,"2501 N Orange Ave Ste 122
Orlando, FL 32804",18.99
ATENOLOL,Orlando,ADVENTHEALTH OUTPATIENT PHARMACY GINSBURG  ,"601 E Rollins St Fl 1
Orlando, FL 32803",18.99
ATENOLOL,Orlando,ADVENTHEALTH OUTPATIENT PHARMACY EAST  ,"7975 Lake Underhill Rd Ste 125
Orlando, FL 32822",18.99
ATENOLOL,Orlando,CVS PHARMACY  ,"1201 E Colonial Dr
Orlando, FL 32803",22.28
ATENOLOL,Philadelphia,WALMART PHARMACY  ,"1601 S Columbus Blvd
Philadelphia, PA 19148",10
ATENOLOL,Philadelphia,RITE AID PHARMACY  ,"1628 Chestnut St # 36
Philadelphia, PA 19103",11
ATENOLOL,Philadelphia,HAHNEMANN APOTHECARY INC  ,"230 N Broad St
Philadelphia, PA 19102",12.49
ATENOLOL,Philadelphia,HEALTH ON SOUTH RX  ,"1740 South St Ste 501
Philadelphia, PA 19146",12.49
ATENOLOL,Philadelphia,POINT BREEZE PHARMACY  ,"1407-11 Point Breeze Aveste
Philadelphia, PA 19146",12.49
ATENOLOL,Philadelphia,TANG PHARMACY IV  ,"900 N Broad St
Philadelphia, PA 19130",12.49
ATENOLOL,Philadelphia,BREWERYTOWN RX PHARMACY  ,"2621 W Girard Ave
Philadelphia, PA 19130",12.49
ATENOLOL,Philadelphia,PHARMACY OF AMERICA V  ,"232 W Girard Ave
Philadelphia, PA 19123",12.49
ATENOLOL,Philadelphia,PHARMACY OF AMERICA IV  ,"1900 N 9th St
Philadelphia, PA 19122",12.49
ATENOLOL,Philadelphia,FARMACIA  ,"1530 W Moyamensing Ave
Philadelphia, PA 19145",12.49
ATENOLOL,Philadelphia,CARE PLUS PHARMACY INC  ,"110 W Susquehanna Ave
Philadelphia, PA 19122",12.49
ATENOLOL,Philadelphia,LINSKY PHARMACY  ,"1701 S 2nd St
Philadelphia, PA 19148",12.68
ATENOLOL,Philadelphia,WALGREENS  ,"1349 Chestnut St
Philadelphia, PA 19107",15.6
ATENOLOL,Philadelphia,"COMMUNITY, A WALGREENS PHARMACY  ","1227 Locust St
Philadelphia, PA 19107",15.6
ATENOLOL,Philadelphia,SAV-ON PHARMACY  ,"1400 E Passyunk Ave
Philadelphia, PA 19147",17.24
ATENOLOL,Philadelphia,ACME PHARMACY  ,"180 W Girard Ave
Philadelphia, PA 19123",17.24
ATENOLOL,Philadelphia,WASHINGTON SQUARE PHARMACY INC  ,"241 S 6th St
Philadelphia, PA 19106",18.99
ATENOLOL,Philadelphia,BROAD AND LEHIGH PHARMACY  ,"1300 W Lehigh Ave Ste 102
Philadelphia, PA 19132",18.99
ATENOLOL,Philadelphia,CVS PHARMACY  ,"1424 Chestnut St # 26
Philadelphia, PA 19102",22.28
ATENOLOL,Philadelphia,CARE PLUS CVS/PHARMACY  ,"34th St and Civic Center Blvd, Suite 1E40
Philadelphia, PA 19104",22.28
ATENOLOL,Phoenix,FRYS FOOD AND DRUG  ,"3036 E Thomas Rd
Phoenix, AZ 85016",9.04
ATENOLOL,Phoenix,WALMART PHARMACY  ,"3721 E Thomas Rd
Phoenix, AZ 85018",10
ATENOLOL,Phoenix,FOOD CITY UNITED DRUG  ,"3442 W Van Buren St
Phoenix, AZ 85009",12.49
ATENOLOL,Phoenix,BASHAS UNITED DRUG  ,"5555 N 7th St Ste 130
Phoenix, AZ 85014",12.49
ATENOLOL,Phoenix,WALGREENS  ,"301 W Jefferson St
Phoenix, AZ 85003",15.6
ATENOLOL,Phoenix,"COMMUNITY, A WALGREENS PHARMACY  ","2302 N Central Ave Ste 7
Phoenix, AZ 85004",15.6
ATENOLOL,Phoenix,SAFEWAY PHARMACY  ,"340 E McDowell Rd
Phoenix, AZ 85004",15.74
ATENOLOL,Phoenix,COSTCO PHARMACY  ,"1646 W Montebello Ave
Phoenix, AZ 85015",16.3
ATENOLOL,Phoenix,OSCO DRUG  ,"8035 N 19th Ave
Phoenix, AZ 85021",17.24
ATENOLOL,Phoenix,CVS PHARMACY  ,"50 W Jefferson St Ste 140
Phoenix, AZ 85003",22.28
ATENOLOL,Pittsburgh,GIANT EAGLE PHARMACY  ,"318/320 Cedar Ave
Pittsburgh, PA 15212",10.74
ATENOLOL,Pittsburgh,RITE AID PHARMACY  ,"623 Smithfield St
Pittsburgh, PA 15222",11
ATENOLOL,Pittsburgh,MED FAST PHARMACY  ,"917 Butler St
Pittsburgh, PA 15223",12.49
ATENOLOL,Pittsburgh,PRIMARY CARE PHARMACY SERVICES INC  ,"27 Heckel Rd Ste 110
Mc Kees Rocks, PA 15136",12.49
ATENOLOL,Pittsburgh,LEBANON SHOPS PHARMACY  ,"300 Mount Lebanon Blvd
Pittsburgh, PA 15234",12.68
ATENOLOL,Pittsburgh,TOWNE DRUGS LLC  ,"227 Commercial Ave
Aspinwall, PA 15215",12.68
ATENOLOL,Pittsburgh,WALGREENS  ,"112 W Steuben St
Crafton, PA 15205",15.6
ATENOLOL,Pittsburgh,COSTCO PHARMACY  ,"501 W Waterfront Dr
West Homestead, PA 15120",16.3
ATENOLOL,Pittsburgh,MEDICAP PHARMACY  ,"225 Grant Ave
Millvale, PA 15209",19.59
ATENOLOL,Pittsburgh,CVS PHARMACY  ,"429 Smithfield St
Pittsburgh, PA 15222",22.28
ATENOLOL,Portland,FRED MEYER PHARMACY  ,"100 NW 20th Pl
Portland, OR 97209",9.74
ATENOLOL,Portland,QFC PHARMACY  ,"5544 E Burnside St
Portland, OR 97215",9.74
ATENOLOL,Portland,WALMART PHARMACY  ,"4200 SE 82nd Ave
Portland, OR 97266",10
ATENOLOL,Portland,RITE AID PHARMACY  ,"622 SW Alder St
Portland, OR 97205",11
ATENOLOL,Portland,APOTHECARY EMANUEL  ,"501 N Graham St
Portland, OR 97227",12.68
ATENOLOL,Portland,WALGREENS  ,"2103 W Burnside St
Portland, OR 97210",15.6
ATENOLOL,Portland,"COMMUNITY, A WALGREENS PHARMACY  ","1215 NW 23rd Ave
Portland, OR 97210",15.6
ATENOLOL,Portland,ALLIANCERX WALGREENS PRIME  ,"9775 SW Gemini Dr Ste 1
Beaverton, OR 97008",15.6
ATENOLOL,Portland,SAFEWAY PHARMACY  ,"1030 SW Jefferson St
Portland, OR 97201",15.74
ATENOLOL,Portland,COSTCO PHARMACY  ,"7855 SW Dartmouth St
Tigard, OR 97223",16.3
ATENOLOL,Portland,SAVON PHARMACY  ,"5415 SW Beaverton Hillsdale Hwy
Portland, OR 97221",17.24
ATENOLOL,Portland,SAV-ON PHARMACY  ,"5850 NE Prescott St
Portland, OR 97218",17.24
ATENOLOL,Portland,OHSU OUTPATIENT PHARMACY  ,"3181 SW Sam Jackson Park Rd
Portland, OR 97239",18.99
ATENOLOL,Portland,OHSU PHARMACY AT CHH BUILDING 2  ,"3303 SW BOND AVE
Portland, OR 97239",18.99
ATENOLOL,Portland,CVS PHARMACY  ,"538 SW 4th Ave
Portland, OR 97204",22.28
ATENOLOL,"Riverside, CA",RALPHS PHARMACY  ,"3350 La Sierra Ave
Riverside, CA 92503",8.96
ATENOLOL,"Riverside, CA",FOOTHILL PHARMACY  ,"720 E FOOTHILL BLVD
Rialto, CA 92376",9.5
ATENOLOL,"Riverside, CA",WALMART PHARMACY  ,"5200 Van Buren Blvd
Riverside, CA 92503",10
ATENOLOL,"Riverside, CA",RITE AID PHARMACY  ,"3849 Chicago Ave
Riverside, CA 92507",11
ATENOLOL,"Riverside, CA",COMMUNITY CARE PHARMACY  ,"4440 Brockton Ave
Riverside, CA 92501",12.49
ATENOLOL,"Riverside, CA",COMMUNITY PROFESSIONAL PHARMACY  ,"4510 Brockton Ave Ste 107
Riverside, CA 92501",12.49
ATENOLOL,"Riverside, CA",GOLDEN HEALTH PHARMACY  ,"2392 University Ave
Riverside, CA 92507",12.49
ATENOLOL,"Riverside, CA",CENTRAL BEST PHARMACY INC  ,"4100 Central Ave Ste 100
Riverside, CA 92506",12.49
ATENOLOL,"Riverside, CA",SPENCERS RX  ,"6942 Brockton Ave
Riverside, CA 92506",12.49
ATENOLOL,"Riverside, CA",ABC PHARMACY  ,"777 W Blaine St
Riverside, CA 92507",12.49
ATENOLOL,"Riverside, CA",CARE PLUS PHARMACY  ,"4990 Arlington Ave Ste A
Riverside, CA 92504",12.49
ATENOLOL,"Riverside, CA",VAN BUREN PHARMACY  ,"5541 Van Buren Blvd
Riverside, CA 92503",12.49
ATENOLOL,"Riverside, CA",RIVERSIDE PHARMACY AND COMPOUNDING  ,"9448 Magnolia Ave Ste B
Riverside, CA 92503",12.49
ATENOLOL,"Riverside, CA",COLTON PHARMACY  ,"518 W Valley Blvd
Colton, CA 92324",12.49
ATENOLOL,"Riverside, CA",ST MINA PHARMACY AND HOME CARE  ,"16701 Valley Blvd Ste E
Fontana, CA 92335",12.49
ATENOLOL,"Riverside, CA",DAY STREET PHARMACY  ,"23900 Ironwood Ave Ste C
Moreno Valley, CA 92557",12.49
ATENOLOL,"Riverside, CA",MEDICAL PLAZA PHARMACY  ,"12818 Heacock St Ste C5
Moreno Valley, CA 92553",12.49
ATENOLOL,"Riverside, CA",ST MINA PHARMACY  ,"8110 Mango Ave Ste 105
Fontana, CA 92335",12.49
ATENOLOL,"Riverside, CA",CARE PHARMACY  ,"16137 Foothill Blvd
Fontana, CA 92335",12.49
ATENOLOL,"Riverside, CA",WALGREENS  ,"1745 University Ave
Riverside, CA 92507",15.6
ATENOLOL,Sacramento,MEDCARE PHARMACY  ,"4241 Florin Rd Ste 50A
Sacramento, CA 95823",9.5
ATENOLOL,Sacramento,RALEYS PHARMACY  ,"1601 W Capitol Ave
West Sacramento, CA 95691",9.99
ATENOLOL,Sacramento,BEL AIR PHARMACY  ,"1540 W El Camino Ave
Sacramento, CA 95833",9.99
ATENOLOL,Sacramento,WALMART PHARMACY  ,"755 Riverpoint Ct
West Sacramento, CA 95605",10
ATENOLOL,Sacramento,RITE AID PHARMACY  ,"831 K St
Sacramento, CA 95814",11
ATENOLOL,Sacramento,PAYLESS PHARMACY  ,"2303 Northgate Blvd
Sacramento, CA 95833",12.49
ATENOLOL,Sacramento,MED-AID PHARMACY  ,"3100 Stockton Blvd
Sacramento, CA 95820",12.49
ATENOLOL,Sacramento,WELL-CARE PHARMACY  ,"3645 Northgate Blvd Ste F
Sacramento, CA 95834",12.49
ATENOLOL,Sacramento,KIM PHARMACY  ,"5026 Fruitridge Rd Ste 3
Sacramento, CA 95820",12.49
ATENOLOL,Sacramento,ANDERSON BROS FLORIN SQUARE PHARMACY  ,"2374 Florin Rd
Sacramento, CA 95822",12.49
ATENOLOL,Sacramento,VANGS PHARMACY  ,"7260 E Southgate Dr Ste E
Sacramento, CA 95823",12.49
ATENOLOL,Sacramento,WALGREENS  ,"1401 Broadway
Sacramento, CA 95818",15.6
ATENOLOL,Sacramento,WALGREENS SPECIALTY PHARMACY  ,"1020 29th St Ste 140
Sacramento, CA 95816",15.6
ATENOLOL,Sacramento,SAFEWAY PHARMACY  ,"1814 19th St
Sacramento, CA 95811",15.74
ATENOLOL,Sacramento,SAVE MART PHARMACY  ,"2501 Fair Oaks Blvd
Sacramento, CA 95825",15.87
ATENOLOL,Sacramento,COSTCO PHARMACY  ,"1600 Expo Pkwy
Sacramento, CA 95815",16.3
ATENOLOL,Sacramento,CVS PHARMACY  ,"1701 K St
Sacramento, CA 95811",22.28
ATENOLOL,San Antonio,GROCERY OUTLET PHARMACY  ,"1568 Austin Hwy
San Antonio, TX 78218",9.5
ATENOLOL,San Antonio,HEB PHARMACY  ,"108 N Rosillo St
San Antonio, TX 78207",10
ATENOLOL,San Antonio,WALMART PHARMACY  ,"918 Bandera Rd
San Antonio, TX 78228",10
ATENOLOL,San Antonio,"RENUE RX, A BENZER PHARMACY  ","810 SE Military Dr
San Antonio, TX 78214",13.54
ATENOLOL,San Antonio,WALGREENS  ,"300 E Houston St
San Antonio, TX 78205",15.6
ATENOLOL,San Antonio,"COMMUNITY, A WALGREENS PHARMACY  ","7333 Barlite Blvd Ste 150
San Antonio, TX 78224",15.6
ATENOLOL,San Antonio,CVS PHARMACY  ,"300 E Commerce St
San Antonio, TX 78205",22.28
ATENOLOL,San Diego,RALPHS PHARMACY  ,"101 G St
San Diego, CA 92101",8.96
ATENOLOL,San Diego,WALMART PHARMACY  ,"2121 Imperial Ave
San Diego, CA 92102",10
ATENOLOL,San Diego,RITE AID PHARMACY  ,"1411 Kettner Blvd
San Diego, CA 92101",11
ATENOLOL,San Diego,MKT SPECIALTY PHARMACY  ,"4153 University Ave Ste B
San Diego, CA 92105",12.49
ATENOLOL,San Diego,LINDA VISTA PHARMACY  ,"2361 Ulric St
San Diego, CA 92111",12.49
ATENOLOL,San Diego,DAWN PHARMACY  ,"4776 El Cajon Blvd Ste 105
San Diego, CA 92115",12.49
ATENOLOL,San Diego,SUITECARE PHARMACY  ,"2441 E Plaza Blvd
National City, CA 91950",12.49
ATENOLOL,San Diego,PLAZA PHARMACY  ,"2220 E Plaza Blvd Ste L
National City, CA 91950",12.49
ATENOLOL,San Diego,PHILLIP PHARMACY  ,"5507 El Cajon Blvd # E
San Diego, CA 92115",12.68
ATENOLOL,San Diego,WALGREENS  ,"301 University Ave
San Diego, CA 92103",15.6
ATENOLOL,San Diego,"COMMUNITY, A WALGREENS PHARMACY  ","640 University Ave
San Diego, CA 92103",15.6
ATENOLOL,San Diego,VONS PHARMACY  ,"515 W Washington St
San Diego, CA 92103",15.74
ATENOLOL,San Diego,ALVARADO COMMUNITY PHARMACY  ,"6367 Alvarado Ct Ste 109
San Diego, CA 92120",15.87
ATENOLOL,San Diego,COSTCO PHARMACY  ,"650 Gateway Center Dr
San Diego, CA 92102",16.3
ATENOLOL,San Diego,SAVON PHARMACY  ,"655 14th St
San Diego, CA 92101",17.24
ATENOLOL,San Diego,POINT LOMA CABRILLO DRUG  ,"955 Catalina Blvd Ste 102A
San Diego, CA 92106",18.99
ATENOLOL,San Diego,SHARP REES STEALY PHARMACY  ,"2929 Health Center Dr
San Diego, CA 92123",18.99
ATENOLOL,San Diego,CVS PHARMACY  ,"510 C St
San Diego, CA 92101",22.28
ATENOLOL,San Francisco,SCRIPTSITE PHARMACY  ,"870 Market St Ste 1028
San Francisco, CA 94102",12.49
ATENOLOL,San Francisco,WALGREENS  ,"1496 Market St
San Francisco, CA 94102",15.6
ATENOLOL,San Francisco,"COMMUNITY, A WALGREENS PHARMACY  ","2262 Market St
San Francisco, CA 94114",15.6
ATENOLOL,San Francisco,SAFEWAY PHARMACY  ,"2020 Market St
San Francisco, CA 94114",15.74
ATENOLOL,San Francisco,LUCKY PHARMACY  ,"1750 Fulton St
San Francisco, CA 94117",15.87
ATENOLOL,San Francisco,COSTCO PHARMACY  ,"450 10th St
San Francisco, CA 94103",16.3
ATENOLOL,San Francisco,CVS PHARMACY  ,"701 VAN NESS AVE
San Francisco, CA 94102",22.28
ATENOLOL,Seattle,QFC PHARMACY  ,"417 Broadway E
Seattle, WA 98102",9.74
ATENOLOL,Seattle,QFC WEST SEATTLE  ,"4550 42nd Ave SW
Seattle, WA 98116",9.74
ATENOLOL,Seattle,FRED MEYER PHARMACY  ,"915 NW 45th St
Seattle, WA 98107",9.74
ATENOLOL,Seattle,RITE AID PHARMACY  ,"2603 3rd Ave
Seattle, WA 98121",11
ATENOLOL,Seattle,KATTERMANS SAND POINT PHARMACY  ,"5400 Sand Point Way NE
Seattle, WA 98105",12.49
ATENOLOL,Seattle,BOB JOHNSONS PHARMACY  ,"1407 NW 85th St
Seattle, WA 98117",12.49
ATENOLOL,Seattle,WALGREENS  ,"222 Pike St
Seattle, WA 98101",15.6
ATENOLOL,Seattle,"COMMUNITY, A WALGREENS PHARMACY  ","1409 11th Ave
Seattle, WA 98122",15.6
ATENOLOL,Seattle,SAFEWAY PHARMACY  ,"1410 E John St
Seattle, WA 98112",15.74
ATENOLOL,Seattle,COSTCO PHARMACY  ,"4401 4th Ave S
Seattle, WA 98134",16.3
ATENOLOL,Seattle,PHARMACA INTEGRATIVE PHARMACY INC  ,"4130 E Madison St
Seattle, WA 98112",18.99
ATENOLOL,Seattle,PHARMACA INTERGRATIVE PHARMACY INC  ,"1815 N 45th St Ste 110
Seattle, WA 98103",18.99
ATENOLOL,Seattle,CVS PHARMACY  ,"1401 2nd Ave
Seattle, WA 98101",22.28
ATENOLOL,St Louis,WALMART PHARMACY  ,"1511 Camp Jackson Rd
Cahokia, IL 62206",10
ATENOLOL,St Louis,WALGREENS  ,"1530 Lafayette Ave
Saint Louis, MO 63104",15.6
ATENOLOL,St Louis,"COMMUNITY, A WALGREENS PHARMACY  ","115A N Euclid Ave
Saint Louis, MO 63108",15.6
ATENOLOL,St Louis,WALGREENS  ,"3822 S Kingshighway Blvd
Saint Louis, MO 63109",15.6
ATENOLOL,St Louis,BWELL PHARMACY  ,"5201 Chippewa St
Saint Louis, MO 63109",15.87
ATENOLOL,St Louis,SCHNUCKS PHARMACY  ,"315 N 9th St
Saint Louis, MO 63101",15.99
ATENOLOL,St Louis,THE MEDICINE SHOPPE  ,"4900 Delmar Blvd
Saint Louis, MO 63108",18.99
ATENOLOL,St Louis,CVS PHARMACY  ,"3925 Lindell Blvd
Saint Louis, MO 63108",22.28
ATENOLOL,Tampa,PUBLIX PHARMACY  ,"3003 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",9.04
ATENOLOL,Tampa,FUSION PHARMACEUTICALS  ,"4115 W Spruce St Ste 202
Tampa, FL 33607",9.5
ATENOLOL,Tampa,SAGE RX SPECIALTY PHARMACY  ,"3693 W Waters Ave # 1210
Tampa, FL 33614",9.5
ATENOLOL,Tampa,WALMART PHARMACY  ,"1601 W Kennedy Blvd
Tampa, FL 33606",10
ATENOLOL,Tampa,WINN DIXIE  ,"805 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",10
ATENOLOL,Tampa,OUSIA PHARMACY CORP.  ,"4343 Gunn Hwy
Tampa, FL 33618",10.5
ATENOLOL,Tampa,PHARMXPRESS PHARMACY  ,"507 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",12.49
ATENOLOL,Tampa,BUTTERFLY PHARMACY  ,"3940 W Hillsborough Ave
Tampa, FL 33614",12.49
ATENOLOL,Tampa,MY PHARMACY OF TAMPA  ,"7108 Causeway Blvd
Tampa, FL 33619",12.49
ATENOLOL,Tampa,"NORTH TAMPA PHARMACY,INC.  ","104 E Fletcher Ave Ste F
Tampa, FL 33612",12.49
ATENOLOL,Tampa,BENZER PHARMACY  ,"2812 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",13.54
ATENOLOL,Tampa,WALGREENS  ,"315 W Platt St
Tampa, FL 33606",15.6
ATENOLOL,Tampa,CCM PHARMACY LLC  ,"6821 W Hillsborough Ave Ste 6
Tampa, FL 33634",15.87
ATENOLOL,Tampa,COSTCO PHARMACY  ,"10921 Causeway Blvd
Brandon, FL 33511",16.3
ATENOLOL,Tampa,CVS PHARMACY  ,"611 S Howard Ave
Tampa, FL 33606",22.28
ATENOLOL,Tampa,"COMMUNITY, A WALGREENS PHARMACY  ","1506 W KENNEDY BLVD
Tampa, FL 33606",32.99
ATENOLOL,"Washington, DC",HARRIS TEETER PHARMACY  ,"1631 Kalorama Rd NW Ste 100
Washington, DC 20009",8.96
ATENOLOL,"Washington, DC",WALMART PHARMACY  ,"99 H St NW
Washington, DC 20001",10
ATENOLOL,"Washington, DC",SHEPHERD PHARMACY  ,"4402 Georgia Ave NW
Washington, DC 20011",12.49
ATENOLOL,"Washington, DC",GIANT PHARMACY  ,"1400 7th St
Washington, DC 20001",12.94
ATENOLOL,"Washington, DC","COMMUNITY, A WALGREENS PHARMACY  ","1325 14th St NW
Washington, DC 20005",15.6
ATENOLOL,"Washington, DC",WALGREENS  ,"1217 22nd St NW
Washington, DC 20037",15.6
ATENOLOL,"Washington, DC",RITE AID PHARMACY  ,"1306 U St NW
Washington, DC 20009",15.6
ATENOLOL,"Washington, DC",SAFEWAY PHARMACY  ,"490 L St NW
Washington, DC 20001",15.74
ATENOLOL,"Washington, DC",APEX CARE SPECIALTY PHARMACY  ,"210 Michigan Ave NE
Washington, DC 20017",19.44
ATENOLOL,"Washington, DC",CVS PHARMACY  ,"1637 P St NW
Washington, DC 20036",22.28
